b1_sn,b1_timestamp
1,1753964358516
2,1753964358538
3,1753964358538
4,1753964358563
5,1753964358563
6,1753964358589
7,1753964358589
8,1753964358589
9,1753964358613
10,1753964358613
11,1753964358634
12,1753964358634
13,1753964358657
14,1753964358659
15,1753964358659
16,1753964358678
17,1753964358681
18,1753964358744
19,1753964358747
20,1753964358747
21,1753964358747
22,1753964358747
23,1753964358747
24,1753964358747
25,1753964358752
26,1753964358761
27,1753964358781
28,1753964358803
29,1753964358804
30,1753964358827
31,1753964358827
32,1753964358828
33,1753964358851
34,1753964358851
35,1753964358919
36,1753964358919
37,1753964358919
38,1753964358919
39,1753964358919
40,1753964358919
41,1753964358919
42,1753964358928
43,1753964358936
44,1753964358945
45,1753964358957
46,1753964358964
47,1753964358976
48,1753964358984
49,1753964358995
50,1753964359006
51,1753964359014
52,1753964359025
53,1753964359037
54,1753964359084
55,1753964359084
56,1753964359084
57,1753964359084
58,1753964359084
59,1753964359095
60,1753964359104
61,1753964359125
62,1753964359153
63,1753964359153
64,1753964359153
65,1753964359181
66,1753964359181
67,1753964359199
68,1753964359200
69,1753964359202
70,1753964359225
71,1753964359225
72,1753964359246
73,1753964359246
74,1753964359246
75,1753964359263
76,1753964359267
77,1753964359283
78,1753964359288
79,1753964359305
80,1753964359310
81,1753964359324
82,1753964359329
83,1753964359343
84,1753964359359
85,1753964359364
86,1753964359384
87,1753964359384
88,1753964359406
89,1753964359406
90,1753964359472
91,1753964359473
92,1753964359473
93,1753964359473
94,1753964359473
95,1753964359473
96,1753964359473
97,1753964359474
98,1753964359493
99,1753964359512
100,1753964359512
101,1753964359534
102,1753964359534
103,1753964359561
104,1753964359561
105,1753964359585
106,1753964359585
107,1753964359585
108,1753964359603
109,1753964359603
110,1753964359610
111,1753964359625
112,1753964359636
113,1753964359647
114,1753964359659
115,1753964359659
116,1753964359670
117,1753964359677
118,1753964359690
119,1753964359698
120,1753964359711
121,1753964359718
122,1753964359729
123,1753964359738
124,1753964359750
125,1753964359759
126,1753964359774
127,1753964359781
128,1753964359802
129,1753964359802
130,1753964359823
131,1753964359827
132,1753964359850
133,1753964359850
134,1753964359850
135,1753964359874
136,1753964359874
137,1753964359895
138,1753964359897
139,1753964359923
140,1753964359924
141,1753964359924
142,1753964359944
143,1753964359944
144,1753964359965
145,1753964359965
146,1753964359988
147,1753964359988
148,1753964359989
149,1753964360011
150,1753964360011
151,1753964360034
152,1753964360034
153,1753964360055
154,1753964360055
155,1753964360077
156,1753964360077
157,1753964360101
158,1753964360101
159,1753964360101
160,1753964360123
161,1753964360123
162,1753964360145
163,1753964360145
164,1753964360170
165,1753964360170
166,1753964360189
167,1753964360189
168,1753964360189
169,1753964360208
170,1753964360208
171,1753964360236
172,1753964360236
173,1753964360258
174,1753964360258
175,1753964360258
176,1753964360281
177,1753964360281
178,1753964360306
179,1753964360306
180,1753964360330
181,1753964360330
182,1753964360330
183,1753964360354
184,1753964360354
185,1753964360377
186,1753964360377
187,1753964360397
188,1753964360397
189,1753964360397
190,1753964360423
191,1753964360423
192,1753964360449
193,1753964360449
194,1753964360471
195,1753964360471
196,1753964360471
197,1753964360492
198,1753964360496
199,1753964360517
200,1753964360520
201,1753964360520
202,1753964360544
203,1753964360544
204,1753964360565
205,1753964360565
206,1753964360587
207,1753964360587
208,1753964360610
209,1753964360610
210,1753964360610
211,1753964360628
212,1753964360633
213,1753964360650
214,1753964360650
215,1753964360671
216,1753964360673
217,1753964360698
218,1753964360698
219,1753964360717
220,1753964360717
221,1753964360717
222,1753964360733
223,1753964360744
224,1753964360758
225,1753964360764
226,1753964360774
227,1753964360784
228,1753964360795
229,1753964360809
230,1753964360820
231,1753964360834
232,1753964360837
233,1753964360840
234,1753964360856
235,1753964360858
236,1753964360877
237,1753964360884
238,1753964360904
239,1753964360908
240,1753964360931
241,1753964360931
242,1753964360931
243,1753964360954
244,1753964360956
245,1753964360975
246,1753964360979
247,1753964361061
248,1753964361061
249,1753964361061
250,1753964361061
251,1753964361061
252,1753964361061
253,1753964361077
254,1753964361077
255,1753964361077
256,1753964361080
257,1753964361080
258,1753964361098
259,1753964361099
260,1753964361117
261,1753964361117
262,1753964361142
263,1753964361142
264,1753964361164
265,1753964361164
266,1753964361186
267,1753964361186
268,1753964361208
269,1753964361208
270,1753964361231
271,1753964361231
272,1753964361231
273,1753964361258
274,1753964361258
275,1753964361286
276,1753964361286
277,1753964361286
278,1753964361310
279,1753964361310
280,1753964361326
281,1753964361326
282,1753964361349
283,1753964361349
284,1753964361349
285,1753964361365
286,1753964361391
287,1753964361391
288,1753964361416
289,1753964361416
290,1753964361416
291,1753964361441
292,1753964361441
293,1753964361467
294,1753964361467
295,1753964361476
296,1753964361479
297,1753964361479
298,1753964361496
299,1753964361498
300,1753964361519
301,1753964361519
302,1753964361540
303,1753964361540
304,1753964361564
305,1753964361564
306,1753964361587
307,1753964361589
308,1753964361609
309,1753964361609
310,1753964361609
311,1753964361642
312,1753964361642
313,1753964361659
314,1753964361659
315,1753964361659
316,1753964361713
317,1753964361713
318,1753964361714
319,1753964361714
320,1753964361714
321,1753964361718
322,1753964361736
323,1753964361738
324,1753964361758
325,1753964361758
326,1753964361781
327,1753964361781
328,1753964361803
329,1753964361803
330,1753964361827
331,1753964361827
332,1753964361853
333,1753964361853
334,1753964361874
335,1753964361874
336,1753964361874
337,1753964361894
338,1753964361894
339,1753964361917
340,1753964361917
341,1753964361944
342,1753964361944
343,1753964361944
344,1753964361966
345,1753964361966
346,1753964361986
347,1753964361989
348,1753964362010
349,1753964362010
350,1753964362010
351,1753964362037
352,1753964362037
353,1753964362058
354,1753964362058
355,1753964362081
356,1753964362081
357,1753964362081
358,1753964362105
359,1753964362105
360,1753964362129
361,1753964362129
362,1753964362150
363,1753964362150
364,1753964362150
365,1753964362171
366,1753964362177
367,1753964362244
368,1753964362244
369,1753964362244
370,1753964362244
371,1753964362244
372,1753964362244
373,1753964362245
374,1753964362248
375,1753964362260
376,1753964362268
377,1753964362279
378,1753964362287
379,1753964362300
380,1753964362305
381,1753964362320
382,1753964362334
383,1753964362359
384,1753964362359
385,1753964362383
386,1753964362383
387,1753964362383
388,1753964362408
389,1753964362410
390,1753964362433
391,1753964362433
392,1753964362433
393,1753964362454
394,1753964362454
395,1753964362476
396,1753964362476
397,1753964362501
398,1753964362501
399,1753964362521
400,1753964362521
401,1753964362521
402,1753964362544
403,1753964362544
404,1753964362567
405,1753964362567
406,1753964362588
407,1753964362588
408,1753964362611
409,1753964362611
410,1753964362611
411,1753964362632
412,1753964362632
413,1753964362657
414,1753964362657
415,1753964362681
416,1753964362681
417,1753964362681
418,1753964362705
419,1753964362705
420,1753964362724
421,1753964362724
422,1753964362752
423,1753964362752
424,1753964362772
425,1753964362772
426,1753964362772
427,1753964362793
428,1753964362793
429,1753964362814
430,1753964362814
431,1753964362836
432,1753964362836
433,1753964362862
434,1753964362862
435,1753964362878
436,1753964362878
437,1753964362878
438,1753964362902
439,1753964362902
440,1753964362921
441,1753964362930
442,1753964362947
443,1753964362947
444,1753964362969
445,1753964362970
446,1753964362970
447,1753964362992
448,1753964362992
449,1753964363013
450,1753964363013
451,1753964363036
452,1753964363036
453,1753964363066
454,1753964363066
455,1753964363084
456,1753964363084
457,1753964363084
458,1753964363109
459,1753964363109
460,1753964363132
461,1753964363132
462,1753964363132
463,1753964363157
464,1753964363157
465,1753964363178
466,1753964363178
467,1753964363201
468,1753964363201
469,1753964363201
470,1753964363221
471,1753964363221
472,1753964363244
473,1753964363244
474,1753964363267
475,1753964363268
476,1753964363290
477,1753964363290
478,1753964363290
479,1753964363311
480,1753964363313
481,1753964363342
482,1753964363342
483,1753964363360
484,1753964363360
485,1753964363363
486,1753964363382
487,1753964363385
488,1753964363407
489,1753964363407
490,1753964363486
491,1753964363486
492,1753964363486
493,1753964363486
494,1753964363486
495,1753964363486
496,1753964363486
497,1753964363486
498,1753964363489
499,1753964363507
500,1753964363532
501,1753964363532
502,1753964363549
503,1753964363549
504,1753964363549
505,1753964363575
506,1753964363575
507,1753964363598
508,1753964363598
509,1753964363652
510,1753964363652
511,1753964363654
512,1753964363654
513,1753964363654
514,1753964363654
515,1753964363659
516,1753964363673
517,1753964363680
518,1753964363693
519,1753964363701
520,1753964363715
521,1753964363722
522,1753964363734
523,1753964363743
524,1753964363760
525,1753964363765
526,1753964363787
527,1753964363787
528,1753964363809
529,1753964363813
530,1753964363833
531,1753964363833
532,1753964363833
533,1753964363863
534,1753964363863
535,1753964363886
536,1753964363886
537,1753964363886
538,1753964363910
539,1753964363910
540,1753964363931
541,1753964363931
542,1753964363931
543,1753964363958
544,1753964363958
545,1753964363985
546,1753964363985
547,1753964364003
548,1753964364003
549,1753964364003
550,1753964364022
551,1753964364022
552,1753964364042
553,1753964364042
554,1753964364063
555,1753964364063
556,1753964364085
557,1753964364085
558,1753964364108
559,1753964364108
560,1753964364129
561,1753964364129
562,1753964364155
563,1753964364155
564,1753964364162
565,1753964364178
566,1753964364178
567,1753964364208
568,1753964364208
569,1753964364208
570,1753964364228
571,1753964364228
572,1753964364248
573,1753964364248
574,1753964364270
575,1753964364270
576,1753964364292
577,1753964364292
578,1753964364341
579,1753964364341
580,1753964364341
581,1753964364341
582,1753964364341
583,1753964364341
584,1753964364363
585,1753964364363
586,1753964364383
587,1753964364383
588,1753964364405
589,1753964364405
590,1753964364426
591,1753964364426
592,1753964364449
593,1753964364449
594,1753964364472
595,1753964364472
596,1753964364472
597,1753964364497
598,1753964364497
599,1753964364520
600,1753964364520
601,1753964364543
602,1753964364543
603,1753964364543
604,1753964364565
605,1753964364565
606,1753964364589
607,1753964364589
608,1753964364610
609,1753964364610
610,1753964364610
611,1753964364627
612,1753964364632
613,1753964364646
614,1753964364653
615,1753964364666
616,1753964364672
617,1753964364720
618,1753964364720
619,1753964364720
620,1753964364722
621,1753964364722
622,1753964364732
623,1753964364746
624,1753964364755
625,1753964364766
626,1753964364774
627,1753964364788
628,1753964364794
629,1753964364807
630,1753964364822
631,1753964364829
632,1753964364843
633,1753964364843
634,1753964364865
635,1753964364865
636,1753964364886
637,1753964364886
638,1753964364907
639,1753964364907
640,1753964364923
641,1753964364924
642,1753964364942
643,1753964364947
644,1753964364964
645,1753964364964
646,1753964364986
647,1753964364986
648,1753964365009
649,1753964365009
650,1753964365031
651,1753964365031
652,1753964365050
653,1753964365052
654,1753964365053
655,1753964365074
656,1753964365074
657,1753964365101
658,1753964365101
659,1753964365120
660,1753964365120
661,1753964365120
662,1753964365140
663,1753964365140
664,1753964365166
665,1753964365166
666,1753964365192
667,1753964365192
668,1753964365214
669,1753964365214
670,1753964365215
671,1753964365240
672,1753964365240
673,1753964365261
674,1753964365261
675,1753964365261
676,1753964365281
677,1753964365281
678,1753964365302
679,1753964365302
680,1753964365322
681,1753964365325
682,1753964365393
683,1753964365393
684,1753964365393
685,1753964365393
686,1753964365393
687,1753964365393
688,1753964365393
689,1753964365399
690,1753964365408
691,1753964365419
692,1753964365444
693,1753964365444
694,1753964365466
695,1753964365471
696,1753964365485
697,1753964365488
698,1753964365489
699,1753964365513
700,1753964365513
701,1753964365536
702,1753964365536
703,1753964365561
704,1753964365562
705,1753964365584
706,1753964365584
707,1753964365584
708,1753964365609
709,1753964365609
710,1753964365629
711,1753964365629
712,1753964365649
713,1753964365649
714,1753964365649
715,1753964365673
716,1753964365673
717,1753964365696
718,1753964365696
719,1753964365719
720,1753964365719
721,1753964365740
722,1753964365740
723,1753964365760
724,1753964365760
725,1753964365760
726,1753964365786
727,1753964365786
728,1753964365807
729,1753964365807
730,1753964365832
731,1753964365832
732,1753964365850
733,1753964365850
734,1753964365850
735,1753964365870
736,1753964365870
737,1753964365896
738,1753964365896
739,1753964365919
740,1753964365919
741,1753964365938
742,1753964365943
743,1753964365963
744,1753964365963
745,1753964365963
746,1753964365979
747,1753964365982
748,1753964366004
749,1753964366004
750,1753964366027
751,1753964366027
752,1753964366051
753,1753964366051
754,1753964366071
755,1753964366071
756,1753964366071
757,1753964366091
758,1753964366093
759,1753964366114
760,1753964366114
761,1753964366137
762,1753964366137
763,1753964366161
764,1753964366161
765,1753964366184
766,1753964366184
767,1753964366184
768,1753964366208
769,1753964366208
770,1753964366279
771,1753964366279
772,1753964366279
773,1753964366279
774,1753964366279
775,1753964366279
776,1753964366279
777,1753964366279
778,1753964366295
779,1753964366330
780,1753964366330
781,1753964366342
782,1753964366342
783,1753964366342
784,1753964366370
785,1753964366371
786,1753964366442
787,1753964366442
788,1753964366442
789,1753964366445
790,1753964366445
791,1753964366445
792,1753964366445
793,1753964366445
794,1753964366455
795,1753964366463
796,1753964366475
797,1753964366486
798,1753964366497
799,1753964366506
800,1753964366520
801,1753964366536
802,1753964366546
803,1753964366546
804,1753964366557
805,1753964366572
806,1753964366582
807,1753964366598
808,1753964366598
809,1753964366603
810,1753964366618
811,1753964366622
812,1753964366634
813,1753964366640
814,1753964366652
815,1753964366660
816,1753964366670
817,1753964366697
818,1753964366697
819,1753964366722
820,1753964366722
821,1753964366785
822,1753964366786
823,1753964366786
824,1753964366786
825,1753964366786
826,1753964366786
827,1753964366786
828,1753964366796
829,1753964366805
830,1753964366815
831,1753964366828
832,1753964366836
833,1753964366847
834,1753964366855
835,1753964366867
836,1753964366875
837,1753964366888
838,1753964366897
839,1753964366908
840,1753964366918
841,1753964366934
842,1753964366939
843,1753964366952
844,1753964366962
845,1753964366973
846,1753964366973
847,1753964366980
848,1753964366993
849,1753964367013
850,1753964367013
851,1753964367037
852,1753964367037
853,1753964367061
854,1753964367061
855,1753964367086
856,1753964367086
857,1753964367086
858,1753964367113
859,1753964367113
860,1753964367142
861,1753964367142
862,1753964367142
863,1753964367164
864,1753964367164
865,1753964367164
866,1753964367184
867,1753964367184
868,1753964367207
869,1753964367207
870,1753964367232
871,1753964367232
872,1753964367258
873,1753964367258
874,1753964367259
875,1753964367279
876,1753964367279
877,1753964367301
878,1753964367301
879,1753964367328
880,1753964367328
881,1753964367328
882,1753964367352
883,1753964367352
884,1753964367373
885,1753964367373
886,1753964367373
887,1753964367394
888,1753964367399
889,1753964367420
890,1753964367420
891,1753964367441
892,1753964367441
893,1753964367462
894,1753964367462
895,1753964367463
896,1753964367489
897,1753964367489
898,1753964367511
899,1753964367511
900,1753964367536
901,1753964367536
902,1753964367536
903,1753964367552
904,1753964367552
905,1753964367576
906,1753964367576
907,1753964367599
908,1753964367599
909,1753964367622
910,1753964367622
911,1753964367645
912,1753964367645
913,1753964367645
914,1753964367669
915,1753964367669
916,1753964367690
917,1753964367690
918,1753964367716
919,1753964367716
920,1753964367716
921,1753964367735
922,1753964367735
923,1753964367757
924,1753964367757
925,1753964367776
926,1753964367778
927,1753964367800
928,1753964367800
929,1753964367822
930,1753964367822
931,1753964367843
932,1753964367843
933,1753964367843
934,1753964367868
935,1753964367868
936,1753964367892
937,1753964367892
938,1753964367916
939,1753964367916
940,1753964367937
941,1753964367937
942,1753964367937
943,1753964367967
944,1753964367967
945,1753964367987
946,1753964367987
947,1753964368033
948,1753964368033
949,1753964368033
950,1753964368033
951,1753964368033
952,1753964368033
953,1753964368043
954,1753964368052
955,1753964368062
956,1753964368086
957,1753964368086
958,1753964368104
959,1753964368127
960,1753964368127
961,1753964368127
962,1753964368146
963,1753964368146
964,1753964368169
965,1753964368169
966,1753964368190
967,1753964368190
968,1753964368211
969,1753964368211
970,1753964368232
971,1753964368232
972,1753964368257
973,1753964368257
974,1753964368257
975,1753964368278
976,1753964368278
977,1753964368306
978,1753964368306
979,1753964368328
980,1753964368328
981,1753964368328
982,1753964368351
983,1753964368351
984,1753964368370
985,1753964368372
986,1753964368393
987,1753964368393
988,1753964368393
989,1753964368414
990,1753964368414
991,1753964368435
992,1753964368435
993,1753964368457
994,1753964368457
995,1753964368478
996,1753964368478
997,1753964368498
998,1753964368500
999,1753964368522
1000,1753964368522
1001,1753964368545
1002,1753964368545
1003,1753964368565
1004,1753964368565
1005,1753964368567
1006,1753964368584
1007,1753964368585
1008,1753964368657
1009,1753964368657
1010,1753964368660
1011,1753964368660
1012,1753964368660
1013,1753964368660
1014,1753964368660
1015,1753964368663
1016,1753964368677
1017,1753964368685
1018,1753964368700
1019,1753964368704
1020,1753964368720
1021,1753964368723
1022,1753964368738
1023,1753964368745
1024,1753964368759
1025,1753964368766
1026,1753964368779
1027,1753964368784
1028,1753964368799
1029,1753964368804
1030,1753964368820
1031,1753964368825
1032,1753964368839
1033,1753964368852
1034,1753964368861
1035,1753964368877
1036,1753964368877
1037,1753964368903
1038,1753964368903
1039,1753964368928
1040,1753964368928
1041,1753964368928
1042,1753964368950
1043,1753964368952
1044,1753964368976
1045,1753964368976
1046,1753964368978
1047,1753964369000
1048,1753964369000
1049,1753964369028
1050,1753964369028
1051,1753964369045
1052,1753964369045
1053,1753964369046
1054,1753964369068
1055,1753964369068
1056,1753964369094
1057,1753964369094
1058,1753964369116
1059,1753964369116
1060,1753964369116
1061,1753964369141
1062,1753964369141
1063,1753964369164
1064,1753964369164
1065,1753964369185
1066,1753964369186
1067,1753964369186
1068,1753964369209
1069,1753964369209
1070,1753964369231
1071,1753964369231
1072,1753964369252
1073,1753964369252
1074,1753964369277
1075,1753964369277
1076,1753964369299
1077,1753964369299
1078,1753964369299
1079,1753964369321
1080,1753964369321
1081,1753964369343
1082,1753964369343
1083,1753964369368
1084,1753964369368
1085,1753964369368
1086,1753964369393
1087,1753964369393
1088,1753964369412
1089,1753964369412
1090,1753964369412
1091,1753964369431
1092,1753964369434
1093,1753964369456
1094,1753964369456
1095,1753964369478
1096,1753964369478
1097,1753964369498
1098,1753964369501
1099,1753964369521
1100,1753964369523
1101,1753964369547
1102,1753964369547
1103,1753964369547
1104,1753964369568
1105,1753964369568
1106,1753964369591
1107,1753964369593
1108,1753964369613
1109,1753964369613
1110,1753964369613
1111,1753964369635
1112,1753964369635
1113,1753964369660
1114,1753964369660
1115,1753964369735
1116,1753964369735
1117,1753964369735
1118,1753964369737
1119,1753964369737
1120,1753964369737
1121,1753964369737
1122,1753964369737
1123,1753964369743
1124,1753964369756
1125,1753964369779
1126,1753964369779
1127,1753964369801
1128,1753964369801
1129,1753964369823
1130,1753964369823
1131,1753964369842
1132,1753964369842
1133,1753964369868
1134,1753964369868
1135,1753964369886
1136,1753964369886
1137,1753964369886
1138,1753964369913
1139,1753964369913
1140,1753964369937
1141,1753964369937
1142,1753964369937
1143,1753964369959
1144,1753964369959
1145,1753964369979
1146,1753964369979
1147,1753964370013
1148,1753964370013
1149,1753964370028
1150,1753964370028
1151,1753964370028
1152,1753964370032
1153,1753964370049
1154,1753964370071
1155,1753964370071
1156,1753964370095
1157,1753964370095
1158,1753964370117
1159,1753964370117
1160,1753964370117
1161,1753964370141
1162,1753964370141
1163,1753964370160
1164,1753964370160
1165,1753964370183
1166,1753964370183
1167,1753964370205
1168,1753964370205
1169,1753964370227
1170,1753964370227
1171,1753964370227
1172,1753964370249
1173,1753964370249
1174,1753964370272
1175,1753964370272
1176,1753964370297
1177,1753964370297
1178,1753964370318
1179,1753964370318
1180,1753964370318
1181,1753964370338
1182,1753964370338
1183,1753964370362
1184,1753964370362
1185,1753964370384
1186,1753964370384
1187,1753964370409
1188,1753964370409
1189,1753964370409
1190,1753964370435
1191,1753964370435
1192,1753964370457
1193,1753964370457
1194,1753964370457
1195,1753964370481
1196,1753964370481
1197,1753964370504
1198,1753964370504
1199,1753964370528
1200,1753964370528
1201,1753964370528
1202,1753964370548
1203,1753964370549
1204,1753964370573
1205,1753964370573
1206,1753964370599
1207,1753964370599
1208,1753964370599
1209,1753964370622
1210,1753964370626
1211,1753964370643
1212,1753964370643
1213,1753964370646
1214,1753964370663
1215,1753964370665
1216,1753964370682
1217,1753964370689
1218,1753964370703
1219,1753964370711
1220,1753964370726
1221,1753964370726
1222,1753964370750
1223,1753964370750
1224,1753964370771
1225,1753964370771
1226,1753964370797
1227,1753964370798
1228,1753964370820
1229,1753964370820
1230,1753964370820
1231,1753964370839
1232,1753964370839
1233,1753964370859
1234,1753964370861
1235,1753964370880
1236,1753964370880
1237,1753964370903
1238,1753964370903
1239,1753964370920
1240,1753964370922
1241,1753964370945
1242,1753964370945
1243,1753964370971
1244,1753964370971
1245,1753964370971
1246,1753964370994
1247,1753964370994
1248,1753964371018
1249,1753964371018
1250,1753964371019
1251,1753964371042
1252,1753964371042
1253,1753964371064
1254,1753964371064
1255,1753964371084
1256,1753964371084
1257,1753964371084
1258,1753964371107
1259,1753964371107
1260,1753964371130
1261,1753964371130
1262,1753964371149
